0,0,0,175,0,1.1
0,0,0,123,123,3.2
0,0,0,0,175,4.1
0,0,0,-123,123,1.4
0,0,0,-175,0,-3.3
0,0,0,-123,-123,-6.0
0,0,0,0,-175,-2.5
0,0,0,123,-123,-0.3
0,0,1,175,0,0.7
0,0,1,123,123,2.7
0,0,1,0,175,3.2
0,0,1,-123,123,0.7
0,0,1,-175,0,-3.6
0,0,1,-123,-123,-6.0
0,0,1,0,-175,-2.4
0,0,1,123,-123,-0.4
0,0,2,175,0,0.3
0,0,2,123,123,1.9
0,0,2,0,175,2.4
0,0,2,-123,123,0.1
0,0,2,-175,0,-4.0
0,0,2,-123,-123,-6.0
0,0,2,0,-175,-2.4
0,0,2,123,-123,-0.2
0,0,3,175,0,0.0
0,0,3,123,123,1.3
0,0,3,0,175,1.5
0,0,3,-123,123,-0.6
0,0,3,-175,0,-4.2
0,0,3,-123,-123,-5.9
0,0,3,0,-175,-2.1
0,0,3,123,-123,-0.3
0,0,-1,175,0,1.2
0,0,-1,123,123,3.9
0,0,-1,0,175,5.0
0,0,-1,-123,123,2.1
0,0,-1,-175,0,-3.0
0,0,-1,-123,-123,-6.0
0,0,-1,0,-175,-2.8
0,0,-1,123,-123,-0.3
0,0,-2,175,0,1.7
0,0,-2,123,123,4.5
0,0,-2,0,175,5.7
0,0,-2,-123,123,2.7
0,0,-2,-175,0,-2.8
0,0,-2,-123,-123,-6.0
0,0,-2,0,-175,-2.9
0,0,-2,123,-123,-0.3
0,0,-3,175,0,1.8
0,0,-3,123,123,5.2
0,0,-3,0,175,6.6
0,0,-3,-123,123,3.3
0,0,-3,-175,0,-2.5
0,0,-3,-123,-123,-6.0
0,0,-3,0,-175,-3.0
0,0,-3,123,-123,-0.5
1,0,0,175,0,1.0
1,0,0,123,123,3.2
1,0,0,0,175,3.9
1,0,0,-123,123,0.9
1,0,0,-175,0,-4.3
1,0,0,-123,-123,-6.9
1,0,0,0,-175,-3.2
1,0,0,123,-123,-0.6
1,0,1,175,0,0.8
1,0,1,123,123,2.7
1,0,1,0,175,3.1
1,0,1,-123,123,0.3
1,0,1,-175,0,-4.6
1,0,1,-123,-123,-6.8
1,0,1,0,-175,-3.0
1,0,1,123,-123,-0.6
1,0,2,175,0,0.3
1,0,2,123,123,2.0
1,0,2,0,175,2.3
1,0,2,-123,123,-0.4
1,0,2,-175,0,-4.9
1,0,2,-123,-123,-6.8
1,0,2,0,-175,-2.9
1,0,2,123,-123,-0.6
1,0,3,175,0,0.1
1,0,3,123,123,1.4
1,0,3,0,175,1.5
1,0,3,-123,123,-1.1
1,0,3,-175,0,-5.1
1,0,3,-123,-123,-6.8
1,0,3,0,-175,-2.7
1,0,3,123,-123,-0.6
1,0,-1,175,0,1.4
1,0,-1,123,123,4.0
1,0,-1,0,175,4.8
1,0,-1,-123,123,1.6
1,0,-1,-175,0,-3.9
1,0,-1,0,-175,-3.4
1,0,-1,123,-123,-0.7
1,0,-2,175,0,1.7
1,0,-2,123,123,4.5
1,0,-2,0,175,5.7
1,0,-2,-123,123,2.3
1,0,-2,-175,0,-3.6
1,0,-2,0,-175,-3.5
1,0,-2,123,-123,-0.6
1,0,-3,175,0,2.0
1,0,-3,123,123,5.4
1,0,-3,0,175,6.5
1,0,-3,-123,123,2.9
1,0,-3,-175,0,-3.3
1,0,-3,0,-175,-3.5
1,0,-3,123,-123,-0.7
2,0,0,175,0,1.1
2,0,0,123,123,3.5
2,0,0,0,175,3.9
2,0,0,-123,123,0.3
2,0,0,-175,0,-5.0
2,0,0,0,-175,-3.8
2,0,0,123,-123,-0.8
2,0,1,175,0,0.9
2,0,1,123,123,2.8
