-3,0,3,175,0,-0.6
-3,0,3,123,123,0.4
-3,0,3,0,175,1.2
-3,0,3,-123,123,0.4
-3,0,3,-175,0,-1.9
-3,0,3,-123,-123,-3.0
-3,0,3,0,-175,0.0
-3,0,3,123,-123,0.2
-3,0,4,175,0,-1.1
-3,0,4,123,123,-0.4
-3,0,4,0,175,0.4
-3,0,4,-123,123,-0.2
-3,0,4,-175,0,-2.4
-3,0,4,-123,-123,-3.1
-3,0,4,0,-175,0.0
-3,0,4,123,-123,0.3
-3,0,5,175,0,-1.5
-3,0,5,123,123,-1.0
-3,0,5,0,175,-0.5
-3,0,5,-123,123,-0.8
-3,0,5,-175,0,-2.6
-3,0,5,-123,-123,-3.0
-3,0,5,0,-175,0.2
-3,0,5,123,-123,0.2
-4,0,3,175,0,-0.8
-4,0,3,123,123,0.3
-4,0,3,0,175,1.4
-4,0,3,-123,123,1.0
-4,0,3,-175,0,-1.3
-4,0,3,-123,-123,-2.3
-4,0,3,0,-175,0.4
-4,0,3,123,-123,0.4
-4,0,4,175,0,-1.2
-4,0,4,123,123,-0.4
-4,0,4,0,175,0.6
-4,0,4,-123,123,0.2
-4,0,4,-175,0,-1.5
-4,0,4,-123,-123,-2.2
-4,0,4,0,-175,0.7
-4,0,4,123,-123,0.5
-4,0,5,175,0,-1.7
-4,0,5,123,123,-1.3
-4,0,5,0,175,-0.3
-4,0,5,-123,123,-0.6
-4,0,5,-175,0,-1.8
-4,0,5,-123,-123,-2.3
-4,0,5,0,-175,0.8
-4,0,5,123,-123,0.6
-5,0,3,175,0,-0.9
-5,0,3,123,123,0.2
-5,0,3,0,175,1.5
-5,0,3,-123,123,1.4
-5,0,3,-175,0,-0.5
-5,0,3,-123,-123,-1.5
-5,0,3,0,-175,1.0
-5,0,3,123,-123,0.6
-5,0,4,175,0,-1.5
-5,0,4,123,123,-0.5
-5,0,4,0,175,0.6
-5,0,4,-123,123,0.6
-5,0,4,-175,0,-0.6
-5,0,4,-123,-123,-1.4
-5,0,4,0,-175,1.0
-5,0,4,123,-123,0.8
-5,0,5,175,0,-1.6
-5,0,5,123,123,-1.3
-5,0,5,0,175,-0.3
-5,0,5,-123,123,0.0
-5,0,5,-175,0,-1.2
-5,0,5,-123,-123,-1.2
-5,0,5,0,-175,1.4
-5,0,5,123,-123,0.5
